# =============================================================================
#  samples_registry.txt  --  SINGLE SOURCE OF TRUTH for logical sample keys
#                            covers BOTH workstreams: ttHH -> 4b and top-CPV (SSB)
# =============================================================================
#  Created 2026-08-17. Purpose: kill the four-way duplication of the sample
#  list that exists today --
#    1. NtupleForge/crabConfig/config_ttHH<ERA>.yaml               (key -> DAS path)
#    2. NtupleForge/script/das_ul18_scan.sh                        (61-entry bash array)
#    3. TTHHGenCategoryTools/TtbarIdExtender/crab/datasets.yaml    (nano_child)
#       + that repo's crab/resolve_parents.sh                      (another copy)
#    4. TopCPVGenCategorizer/condor/datasets.txt                   (label + DAS path)
#  ...each of which has to be edited by hand when a sample is added, and which
#  have already drifted (docs/02_CHANGELOG.md 2026-08-17).
#
#  This file holds ONLY the (logical key -> PRIMARY dataset name) mapping, which
#  is the part that does NOT depend on era or NanoAOD version. The campaign
#  string, the global tag, the _extN suffix, the -vN suffix and the event counts
#  are all resolved at scan time by script/das_scan.sh -- NEVER written here,
#  NEVER guessed. (Same rule TTHHGenCategoryTools states for MiniAOD parents:
#  "Never assume the -vN suffix from the nano child.")
#
#  PROVENANCE OF THE ROWS BELOW: extracted 2026-08-17 from the live configs --
#    ttHH : config_ttHH{2017,2018}UL.yaml                    (61 MC + 3 Data PD)
#    CPV  : config_CPV{2016preVFP,2016postVFP,2017,2018}UL_{MC,Data}.yaml
#           + config_CPV2017UL_MC_validation.yaml (the CPVval subset)
#  Key, primary and group are byte-identical to what those files already
#  contain. No sample was added, removed or renamed in the extraction.
#  Totals: 172 rows -- 64 ttHH, 109 CPV, of which 13 are CPVval.
#
# -----------------------------------------------------------------------------
#  FORMAT (whitespace-separated, 6 columns, no spaces inside a field)
#
#     <TYPE>  <KEY>  <PRIMARY>  <ERAS>  <GROUP>  <WORKSTREAM>
#
#     TYPE     MC | DATA
#     KEY      logical sample key = the project-wide canonical name
#              (tempTTHH D-2026-06-30-A). It is the join key for the xsec DB
#              (tempTTHH/data/samples_<ERA>.json), the filelist directories and
#              the Expanded_genTtbarId patch filenames -- do not rename casually.
#     PRIMARY  the DAS *primary dataset* name (first field of the DAS path).
#              For DATA this is the primary dataset (PD) name.
#     ERAS     comma-separated eras where this sample is expected, or '*'.
#              An era listed here that DAS does not have -> RESULT|...|NOT_FOUND
#              (loud, and build_from_scan_log.py refuses to emit a config).
#              An era NOT listed here is skipped silently. Use this to encode
#              known facts, e.g. "BTagCSV does not exist in 2018".
#     GROUP    grouping tag; drives the '# --- ... ---' comment headers in the
#              generated config. Keep stable.
#     WORKSTREAM comma-separated tags saying WHICH analysis needs this sample:
#              ttHH    the ttHH -> 4b campaign (config_ttHH<ERA>.yaml)
#              CPV     the top-CPV / SSB gen-categorization campaign
#                      (config_CPV<ERA>_{MC,Data}.yaml)
#              CPVval  additionally part of the 13-sample CPV cross-validation
#                      subset (config_CPV2017UL_MC_validation.yaml, and the
#                      1:1-aligned TopCPVGenCategorizer/condor/datasets.txt)
#              Filter with `das_scan.sh --workstream <tag>`. Added 2026-08-17 --
#              before that the registry held the ttHH list only, which covered
#              just 12 of the CPV campaign's 71 MC primaries: the two
#              workstreams deliberately use DIFFERENT samples (e.g. ttHH uses
#              QCD_HT*_TuneCP5_13TeV-madgraphMLM, CPV uses
#              QCD_HT*_TuneCP5_PSWeights_13TeV-madgraph; ttHH uses
#              ST_tW_top_5f_inclusiveDecays, CPV uses
#              ST_tW_top_5f_NoFullyHadronicDecays). Key collisions: zero,
#              verified 2026-08-17 -- the two naming schemes do not overlap.
#
#  Comments ('#') and blank lines are ignored.
#
#  ext1/ext2/ext3 variants are deliberately NOT listed: they share their base
#  sample's PRIMARY, are found by the campaign wildcard at scan time, and are
#  split into <KEY>_ext1 / <KEY>_ext2 keys by build_from_scan_log.py. This is
#  why UL18 could pick up the new TTWW_ext1 without a code change.
#
# -----------------------------------------------------------------------------
#  ADDING AN ERA
#    Run 2 UL (2016preVFPUL / 2016postVFPUL): append the era token to the ERAS
#    column of the rows that exist there. The ttHH campaign has never been run
#    for 2016, so no row claims 2016 yet -- adding the token without a --probe
#    run first would just manufacture NOT_FOUNDs.
#
#    Run 3 (2022 / 2022EE / 2023 / 2023BPix / 2024): the tune token changes
#    (TuneCP5_13TeV -> TuneCP5_13p6TeV) and several primaries were renamed, so
#    the rows below do NOT carry over. Add SEPARATE Run-3 rows with the same
#    KEY and the Run-3 PRIMARY, e.g.
#        MC  TTbar_SemiLep  TTtoLNu2Q_TuneCP5_13p6TeV_powheg-pythia8  2022,2022EE  ttbar
#    Keeping the KEY identical is what makes the analyzer/xsec DB year-generic.
# =============================================================================

# ---------------------------------------------------------------------------
# TYPE  KEY   PRIMARY   ERAS   GROUP   WORKSTREAM
# ---------------------------------------------------------------------------

# ===== ttHH / signal =====
MC   TTHHto4b                                                                TTHHTo4b_TuneCP5_13TeV-madgraph-pythia8                                         2017UL,2018UL                             signal     ttHH
MC   ST_tW_antitop                                                           ST_tW_antitop_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8                   2017UL,2018UL                             singletop  ttHH
MC   ST_s_lep                                                                ST_s-channel_4f_leptonDecays_TuneCP5_13TeV-amcatnlo-pythia8                     2017UL,2018UL                             singletop  ttHH
MC   ST_s_had                                                                ST_s-channel_4f_hadronicDecays_TuneCP5_13TeV-amcatnlo-pythia8                   2017UL,2018UL                             singletop  ttHH

# ===== ttHH / diboson =====
MC   WW                                                                      WW_TuneCP5_13TeV-pythia8                                                        2017UL,2018UL                             diboson    ttHH
MC   WZ                                                                      WZ_TuneCP5_13TeV-pythia8                                                        2017UL,2018UL                             diboson    ttHH
MC   ZZ                                                                      ZZ_TuneCP5_13TeV-pythia8                                                        2017UL,2018UL                             diboson    ttHH

# ===== ttHH / vjets_qq =====
MC   WJetsToQQ_HT400to600                                                    WJetsToQQ_HT-400to600_TuneCP5_13TeV-madgraphMLM-pythia8                         2017UL,2018UL                             vjets_qq   ttHH
MC   WJetsToQQ_HT600to800                                                    WJetsToQQ_HT-600to800_TuneCP5_13TeV-madgraphMLM-pythia8                         2017UL,2018UL                             vjets_qq   ttHH
MC   WJetsToQQ_HT800toInf                                                    WJetsToQQ_HT-800toInf_TuneCP5_13TeV-madgraphMLM-pythia8                         2017UL,2018UL                             vjets_qq   ttHH
MC   ZJetsToQQ_HT400to600                                                    ZJetsToQQ_HT-400to600_TuneCP5_13TeV-madgraphMLM-pythia8                         2017UL,2018UL                             vjets_qq   ttHH
MC   ZJetsToQQ_HT600to800                                                    ZJetsToQQ_HT-600to800_TuneCP5_13TeV-madgraphMLM-pythia8                         2017UL,2018UL                             vjets_qq   ttHH
MC   ZJetsToQQ_HT800toInf                                                    ZJetsToQQ_HT-800toInf_TuneCP5_13TeV-madgraphMLM-pythia8                         2017UL,2018UL                             vjets_qq   ttHH

# ===== ttHH / wjets_lnu =====
MC   WJetsToLNu_HT70To100                                                    WJetsToLNu_HT-70To100_TuneCP5_13TeV-madgraphMLM-pythia8                         2017UL,2018UL                             wjets_lnu  ttHH
MC   WJetsToLNu_HT100To200                                                   WJetsToLNu_HT-100To200_TuneCP5_13TeV-madgraphMLM-pythia8                        2017UL,2018UL                             wjets_lnu  ttHH
MC   WJetsToLNu_HT200To400                                                   WJetsToLNu_HT-200To400_TuneCP5_13TeV-madgraphMLM-pythia8                        2017UL,2018UL                             wjets_lnu  ttHH
MC   WJetsToLNu_HT400To600                                                   WJetsToLNu_HT-400To600_TuneCP5_13TeV-madgraphMLM-pythia8                        2017UL,2018UL                             wjets_lnu  ttHH
MC   WJetsToLNu_HT600To800                                                   WJetsToLNu_HT-600To800_TuneCP5_13TeV-madgraphMLM-pythia8                        2017UL,2018UL                             wjets_lnu  ttHH
MC   WJetsToLNu_HT800To1200                                                  WJetsToLNu_HT-800To1200_TuneCP5_13TeV-madgraphMLM-pythia8                       2017UL,2018UL                             wjets_lnu  ttHH
MC   WJetsToLNu_HT1200To2500                                                 WJetsToLNu_HT-1200To2500_TuneCP5_13TeV-madgraphMLM-pythia8                      2017UL,2018UL                             wjets_lnu  ttHH
MC   WJetsToLNu_HT2500ToInf                                                  WJetsToLNu_HT-2500ToInf_TuneCP5_13TeV-madgraphMLM-pythia8                       2017UL,2018UL                             wjets_lnu  ttHH

# ===== ttHH / dy_ll =====
MC   DYJetsToLL_M50_HT70to100                                                DYJetsToLL_M-50_HT-70to100_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8          2017UL,2018UL                             dy_ll      ttHH
MC   DYJetsToLL_M50_HT100to200                                               DYJetsToLL_M-50_HT-100to200_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8         2017UL,2018UL                             dy_ll      ttHH
MC   DYJetsToLL_M50_HT200to400                                               DYJetsToLL_M-50_HT-200to400_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8         2017UL,2018UL                             dy_ll      ttHH
MC   DYJetsToLL_M50_HT400to600                                               DYJetsToLL_M-50_HT-400to600_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8         2017UL,2018UL                             dy_ll      ttHH
MC   DYJetsToLL_M50_HT600to800                                               DYJetsToLL_M-50_HT-600to800_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8         2017UL,2018UL                             dy_ll      ttHH
MC   DYJetsToLL_M50_HT800to1200                                              DYJetsToLL_M-50_HT-800to1200_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8        2017UL,2018UL                             dy_ll      ttHH
MC   DYJetsToLL_M50_HT1200to2500                                             DYJetsToLL_M-50_HT-1200to2500_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8       2017UL,2018UL                             dy_ll      ttHH
MC   DYJetsToLL_M50_HT2500toInf                                              DYJetsToLL_M-50_HT-2500toInf_TuneCP5_PSweights_13TeV-madgraphMLM-pythia8        2017UL,2018UL                             dy_ll      ttHH

# ===== ttHH / data =====
DATA JetHT                                                                   JetHT                                                                           2017UL,2018UL                             data       ttHH
DATA BTagCSV                                                                 BTagCSV                                                                         2017UL                                    data       ttHH
DATA SingleMuon                                                              SingleMuon                                                                      2016postVFPUL,2016preVFPUL,2017UL,2018UL  data       ttHH,CPV

# ===== CPV / cpv_mc =====
MC   DYJetsToLL_M-10to50_TuneCP5_madgraphMLM                                 DYJetsToLL_M-10to50_TuneCP5_13TeV-madgraphMLM-pythia8                           2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   DYJetsToLL_M-50_TuneCP5_amcatnloFXFX                                    DYJetsToLL_M-50_TuneCP5_13TeV-amcatnloFXFX-pythia8                              2016postVFPUL,2016preVFPUL,2018UL         cpv_mc     CPV
MC   DYJetsToLL_M-50_TuneCP5_madgraphMLM_ext1-v1                             DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8                               2017UL                                    cpv_mc     CPV
MC   QCD_HT1000to1500_TuneCP5_PSWeights_madgraph                             QCD_HT1000to1500_TuneCP5_PSWeights_13TeV-madgraph-pythia8                       2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_HT1500to2000_TuneCP5_PSWeights_madgraph                             QCD_HT1500to2000_TuneCP5_PSWeights_13TeV-madgraph-pythia8                       2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_HT2000toInf_TuneCP5_PSWeights_madgraph                              QCD_HT2000toInf_TuneCP5_PSWeights_13TeV-madgraph-pythia8                        2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_HT500to700_TuneCP5_PSWeights_madgraph                               QCD_HT500to700_TuneCP5_PSWeights_13TeV-madgraph-pythia8                         2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_HT700to1000_TuneCP5_PSWeights_madgraph                              QCD_HT700to1000_TuneCP5_PSWeights_13TeV-madgraph-pythia8                        2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-1000_MuEnrichedPt5_TuneCP5_pythia8                               QCD_Pt-1000_MuEnrichedPt5_TuneCP5_13TeV-pythia8                                 2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-120To170_MuEnrichedPt5_TuneCP5_pythia8                           QCD_Pt-120To170_MuEnrichedPt5_TuneCP5_13TeV-pythia8                             2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-120to170_EMEnriched_TuneCP5_pythia8                              QCD_Pt-120to170_EMEnriched_TuneCP5_13TeV-pythia8                                2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-15To20_MuEnrichedPt5_TuneCP5_pythia8                             QCD_Pt-15To20_MuEnrichedPt5_TuneCP5_13TeV-pythia8                               2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-15to20_EMEnriched_TuneCP5_pythia8                                QCD_Pt-15to20_EMEnriched_TuneCP5_13TeV-pythia8                                  2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-170To300_MuEnrichedPt5_TuneCP5_pythia8                           QCD_Pt-170To300_MuEnrichedPt5_TuneCP5_13TeV-pythia8                             2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-170to300_EMEnriched_TuneCP5_pythia8                              QCD_Pt-170to300_EMEnriched_TuneCP5_13TeV-pythia8                                2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-20To30_MuEnrichedPt5_TuneCP5_pythia8                             QCD_Pt-20To30_MuEnrichedPt5_TuneCP5_13TeV-pythia8                               2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-20_MuEnrichedPt15_TuneCP5_pythia8                                QCD_Pt-20_MuEnrichedPt15_TuneCP5_13TeV-pythia8                                  2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-20to30_EMEnriched_TuneCP5_pythia8                                QCD_Pt-20to30_EMEnriched_TuneCP5_13TeV-pythia8                                  2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-300To470_MuEnrichedPt5_TuneCP5_pythia8                           QCD_Pt-300To470_MuEnrichedPt5_TuneCP5_13TeV-pythia8                             2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-300toInf_EMEnriched_TuneCP5_pythia8                              QCD_Pt-300toInf_EMEnriched_TuneCP5_13TeV-pythia8                                2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-30To50_MuEnrichedPt5_TuneCP5_pythia8                             QCD_Pt-30To50_MuEnrichedPt5_TuneCP5_13TeV-pythia8                               2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-30_MuEnrichedPt4_TuneCP5_13TeV_pythia8                           QCD_Pt-30_MuEnrichedPt4_TuneCP5_13TeV_pythia8                                   2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-30to40_DoubleEMEnriched_MGG-80toInf_TuneCP5_pythia8              QCD_Pt-30to40_DoubleEMEnriched_MGG-80toInf_TuneCP5_13TeV-pythia8                2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-30to50_EMEnriched_TuneCP5_pythia8                                QCD_Pt-30to50_EMEnriched_TuneCP5_13TeV-pythia8                                  2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-30toInf_DoubleEMEnriched_MGG-40to80_TuneCP5_pythia8              QCD_Pt-30toInf_DoubleEMEnriched_MGG-40to80_TuneCP5_13TeV-pythia8                2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-40ToInf_DoubleEMEnriched_MGG-80ToInf_TuneCP5_pythia8             QCD_Pt-40ToInf_DoubleEMEnriched_MGG-80ToInf_TuneCP5_13TeV-pythia8               2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-470To600_MuEnrichedPt5_TuneCP5_pythia8                           QCD_Pt-470To600_MuEnrichedPt5_TuneCP5_13TeV-pythia8                             2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-50To80_MuEnrichedPt5_TuneCP5_pythia8                             QCD_Pt-50To80_MuEnrichedPt5_TuneCP5_13TeV-pythia8                               2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-50to80_EMEnriched_TuneCP5_pythia8                                QCD_Pt-50to80_EMEnriched_TuneCP5_13TeV-pythia8                                  2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-600To800_MuEnrichedPt5_TuneCP5_pythia8                           QCD_Pt-600To800_MuEnrichedPt5_TuneCP5_13TeV-pythia8                             2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-800To1000_MuEnrichedPt5_TuneCP5_pythia8                          QCD_Pt-800To1000_MuEnrichedPt5_TuneCP5_13TeV-pythia8                            2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-80To120_MuEnrichedPt5_TuneCP5_pythia8                            QCD_Pt-80To120_MuEnrichedPt5_TuneCP5_13TeV-pythia8                              2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
MC   QCD_Pt-80to120_EMEnriched_TuneCP5_pythia8                               QCD_Pt-80to120_EMEnriched_TuneCP5_13TeV-pythia8                                 2016postVFPUL,2016preVFPUL,2017UL,2018UL  cpv_mc     CPV
